budget,runtime,genres,production_companies,production_countries,release_year,popularity,vote_count,original_language,cast_count,crew_count,revenue,rating,success_class
40000000,121,"['Action', 'Adventure', 'Thriller']","['Original Film', 'G-BASE', 'Millennium Media', 'Hunter Killer Productions', 'SprocketHeads', 'Tucker Tooley Entertainment', 'Lionsgate', 'Davis Films', 'Summit Entertainment', 'Relativity Media']","['FR', 'US']",2018,8.3195,2300,en,43,341,31672678,6.9,Flop
0,109,"['Action', 'Thriller', 'Drama']","['Radar Pictures', 'Shivhans Pictures', 'Good Universe', 'Bleecker Street']",['US'],2018,7.9428,580,en,35,33,7509436,6.3,Flop
150000000,113,"['Action', 'Science Fiction', 'Horror']","['Apelles Entertainment', 'Gravity Pictures', 'di Bonaventura Pictures', 'Flagship Entertainment Group', 'Maeday Productions', 'Warner Bros. Pictures']","['CN', 'US']",2018,8.5284,8022,en,34,161,530517320,6.25,Hit
675000,109,"['Drama', 'Romance']",['Max Pictures'],['ID'],2018,7.2982,34,id,75,90,13564570,7.7,Flop
94000000,118,"['Action', 'Adventure', 'Fantasy']","['Square Enix', 'GK Films', 'Metro-Goldwyn-Mayer', 'Warner Bros. Pictures']","['JP', 'GB', 'US']",2018,7.9877,8176,en,36,308,274650803,6.368,Hit
35000,84,"['Horror', 'Thriller']",['Dark Age Cinema'],['US'],2018,7.9945,2849,en,32,35,421798,6.3,Flop
135000000,114,"['Action', 'Adventure', 'Science Fiction']","['Paramount Pictures', 'Allspark Pictures', 'Bay Films', 'di Bonaventura Pictures', 'DeSanto/Murphy Productions', 'Tencent Pictures']","['CN', 'US']",2018,6.9791,6465,en,56,217,467989645,6.7,Hit
62000000,143,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['The Gotham Group', 'Temple Hill Entertainment', '20th Century Fox', 'Oddball Entertainment', 'TSG Entertainment']",['US'],2018,8.4184,8193,en,37,214,288175335,7.092,Hit
10000000,140,"['Comedy', 'Drama']","['Hari Om Entertainment', 'Columbia Pictures', 'Sony Pictures Films India', 'Sony Pictures International Productions', 'CP Film Production Asia', 'Hope Productions']","['IN', 'US', 'HK']",2018,6.9345,226,hi,11,29,23000000,7.423,Flop
2900000,97,"['Horror', 'Drama']","['Rectangle Productions', 'Wild Bunch', 'Les Cinémas de la Zone', 'Eskwad', 'KNM', 'ARTE France Cinéma', 'Artémis Productions', 'VOO & Be tv', 'Shelter Prod', 'Vice Studios']","['BE', 'FR', 'US']",2018,7.6508,2272,fr,24,32,1696075,7.048,Flop
40000000,115,"['Science Fiction', 'Horror']","['Paramount Pictures', 'Skydance Media', 'DNA Films', 'Scott Rudin Productions']","['GB', 'US']",2018,7.288,9120,en,19,175,43070915,6.435,Average
160000000,143,"['Action', 'Adventure', 'Fantasy']","['Warner Bros. Pictures', 'The Safran Company', 'DC Films']",['US'],2018,7.1723,14634,en,53,516,1152028393,6.87,Hit
62000000,121,"['Action', 'Thriller', 'Crime']","['Lonetree Entertainment', 'Fuqua Films', 'Escape Artists', 'Sony Pictures', 'ZHIV Productions', 'Mace Neufeld Productions', 'Columbia Pictures']",['US'],2018,7.3214,5760,en,57,319,190400157,6.781,Average
3000000,100,"['Action', 'Thriller', 'Science Fiction']","['Goalpost Pictures', 'Automatik Entertainment', 'Blumhouse Productions', 'Nervous Tick Productions', 'Film Victoria', 'BH Tilt', 'Fulcrum Media Finance']","['AU', 'US']",2018,7.3138,4793,en,41,314,16976561,7.502,Flop
51000000,97,"['Adventure', 'Drama']","['Studio 8', 'Columbia Pictures']","['CA', 'US']",2018,6.5271,2660,en,17,185,99630675,6.524,Average
32000000,141,"['Thriller', 'Mystery', 'Crime', 'Drama']","['20th Century Fox', 'Goddard Textiles', 'TSG Entertainment']",['US'],2018,6.7554,3756,en,38,168,31882724,6.845,Flop
140000000,119,"['Action', 'Adventure', 'Science Fiction']",['Marvel Studios'],['US'],2018,6.9704,13890,en,76,529,622674139,6.911,Hit
30000000,140,"['Crime', 'Thriller', 'Action']","['Atmosphere Entertainment MM', 'Diamond Film Productions', 'G-BASE', 'Tucker Tooley Entertainment', 'STXfilms', 'Mark Canton Productions']",['US'],2018,7.2874,3272,en,67,198,80509622,6.854,Average
3000000,115,"['Drama', 'Crime']","['El Deseo', 'K & S Films', 'INCAA', 'Underground Producciones', 'Telefe', 'TVE']","['AR', 'ES']",2018,6.9243,567,es,11,110,10452324,7.388,Flop
5500000,89,"['Horror', 'Thriller']","['Valhalla Motion Pictures', 'Tucker Tooley Entertainment', 'Ingenuity Studios', 'Lionsgate', 'CBS Films']",['US'],2018,6.4744,861,en,32,205,18160930,5.7,Flop
0,95,"['Horror', 'Mystery']",['Hive Media Corp'],['KR'],2018,6.6574,862,ko,9,34,21041950,7.284,Flop
5000000,94,"['Drama', 'Action', 'Thriller']","['Pride of Gypsies', 'Tinker Productions', 'Hassell Free Productions', 'Highland Film Group', 'Narrative Capital', 'Braven NL']",['CA'],2018,7.2401,1082,en,19,109,854319,6.195,Flop
100000000,116,"['Adventure', 'Action', 'Thriller', 'Fantasy']","['Appian Way', 'Safehouse Pictures', 'Summit Entertainment', 'Thunder Road', 'TIK Films', 'EMG Management', 'Lionsgate']",['US'],2018,6.6791,3081,en,30,261,86493046,5.911,Average
0,96,"['Thriller', 'Crime']","['Grindstone Entertainment Group', 'Groove Tails Productions', 'Primary Wave Entertainment', 'Rod Movies AIE', 'AMBI Group']","['ES', 'US']",2018,5.8672,205,en,34,26,55429,5.2,Flop
250000000,135,"['Science Fiction', 'Adventure', 'Action']",['Lucasfilm Ltd.'],['US'],2018,6.1985,9040,en,103,280,392952373,6.558,Hit
0,109,"['Drama', 'History']","['Tobis Film', 'Glory Film', 'Epo-Film', 'Perathon Film-und Fernsehproduktions', 'ORF', 'ARD Degeto']","['AT', 'DE']",2018,6.5837,98,de,37,38,360996,6.4,Flop
150000000,111,"['Action', 'Fantasy', 'Science Fiction', 'Adventure']","['Legendary Pictures', 'Double Dare You']",['US'],2018,6.1061,5196,en,32,374,290061297,6.133,Hit
0,106,"['Comedy', 'Fantasy', 'Science Fiction']",['Voltage Pictures'],[],2018,6.1952,560,en,38,8,416178,7.278,Flop
120000000,107,"['Action', 'Adventure', 'Science Fiction']","['Wrigley Pictures', 'New Line Cinema', 'ASAP Entertainment', 'Flynn Picture Company', 'Twisted Media', 'Seven Bucks Productions', 'Access Entertainment']",['US'],2018,7.893,7344,en,68,207,428028233,6.455,Hit
250000000,135,"['Science Fiction', 'Adventure', 'Action']",['Lucasfilm Ltd.'],['US'],2018,6.1985,9040,en,103,280,392952373,6.558,Hit
0,106,"['Comedy', 'Fantasy', 'Science Fiction']",['Voltage Pictures'],[],2018,6.1952,560,en,38,8,416178,7.278,Flop
6000000,137,"['Drama', 'History']","['Shooting Star Filmcompany', 'Umami Media', 'Avrotros', 'Menuetto', 'Splendid Film']","['BE', 'BG', 'NL']",2018,6.1367,157,nl,23,8,1211394,7.634,Flop
0,132,"['Action', 'Fantasy', 'Adventure', 'Mystery']",['Huayi Brothers Pictures'],"['CN', 'HK']",2018,6.1092,205,zh,17,75,84168923,6.259,Average
150000000,111,"['Action', 'Fantasy', 'Science Fiction', 'Adventure']","['Legendary Pictures', 'Double Dare You']",['US'],2018,6.1061,5196,en,32,374,290061297,6.133,Hit
50000000,130,"['Drama', 'Action']","['Metro-Goldwyn-Mayer', 'New Line Cinema', 'Chartoff-Winkler Productions']",['US'],2018,6.0195,5653,en,69,269,214200000,7.033,Average
2500000,88,"['Comedy', 'Horror', 'Action']","['Mind the GAP Productions', 'Lydiard Films', 'Rumble Riot Pictures']",['US'],2018,5.9781,252,en,57,84,165623,5.304,Flop
79000000,169,"['Horror', 'Thriller']","['New Line Cinema', 'Vertigo Entertainment', 'Double Dream', 'Rideback']",['US'],2019,35.9452,9347,en,87,172,473123154,6.8,Hit
40000000,131,"['Comedy', 'Crime', 'Mystery']","['Lionsgate', 'MRC', 'T-Street']",['US'],2019,27.6548,13434,en,32,166,312897920,7.845,Hit
22000000,110,"['Animation', 'Fantasy', 'Adventure']","['Beijing Enlight Pictures', 'Horgos Coloroom Pictures', 'October Media', 'Chengdu Coco Cartoon']",['CN'],2019,22.4172,757,zh,15,9,742718496,7.884,Hit
356000000,181,"['Adventure', 'Science Fiction', 'Action']",['Marvel Studios'],['US'],2019,24.4465,27050,en,107,608,2799439100,8.238,Hit
11363000,133,"['Comedy', 'Thriller', 'Drama']",['Barunson E&A'],['KR'],2019,22.9145,19855,ko,50,170,257591776,8.495,Hit
0,89,"['Thriller', 'Crime', 'Action']","['Hopscotch Pictures', 'Film Mode Entertainment', 'Particular Crowd', 'Yale Productions', 'Inwood Road Films', 'Automatic Entertainment']",['US'],2019,14.3582,326,en,17,37,25373,6.035,Flop
30000000,103,"['Comedy', 'Romance']","['Universal Pictures', 'Feigco Entertainment']","['GB', 'US']",2019,16.9638,2577,en,42,73,121600000,7.192,Average
160000000,129,"['Action', 'Adventure', 'Science Fiction']","['Marvel Studios', 'Pascal Pictures', 'Columbia Pictures']",['US'],2019,17.2464,16539,en,140,355,1131927996,7.4,Hit
129000000,104,"['Animation', 'Family', 'Adventure']",['DreamWorks Animation'],['US'],2019,15.6554,6890,en,21,52,539987993,7.8,Hit
55000000,122,"['Crime', 'Thriller', 'Drama']","['Warner Bros. Pictures', 'Joint Effort', 'Village Roadshow Pictures', 'Bron Studios', 'DC Films']","['CA', 'US']",2019,15.9502,27100,en,80,232,1078958629,8.129,Hit
170000000,132,"['Science Fiction', 'Action']","['Legendary Pictures', 'Huahua Media', 'TOHO']","['CN', 'JP', 'US']",2019,14.1779,6509,en,90,151,387300138,6.696,Hit
150000000,103,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",['Walt Disney Animation Studios'],['US'],2019,13.5406,10100,en,64,41,1453683476,7.239,Hit
95000000,162,"['Comedy', 'Drama', 'Thriller']","['Heyday Films', 'Columbia Pictures', 'Bona Film Group']","['CN', 'GB', 'US']",2019,13.1536,14375,en,102,227,392105159,7.4,Hit
200000000,137,"['Action', 'Adventure', 'Comedy']","['Chris Morgan Productions', 'Seven Bucks Productions', 'Universal Pictures']",['US'],2019,10.6012,7572,en,114,437,760098996,6.842,Hit
260000000,118,"['Adventure', 'Drama', 'Family', 'Animation']","['Walt Disney Pictures', 'Fairview Entertainment']",['US'],2019,10.7738,10587,en,20,49,1662020819,7.1,Hit
260000000,118,"['Adventure', 'Drama', 'Family', 'Animation']","['Walt Disney Pictures', 'Fairview Entertainment']",['US'],2019,10.7738,10587,en,20,49,1662020819,7.1,Hit
489900000,142,"['Adventure', 'Action', 'Science Fiction']","['Lucasfilm Ltd.', 'Bad Robot']",['US'],2019,10.6843,10513,en,111,394,1074144248,6.28,Hit
175000000,100,"['Family', 'Comedy', 'Animation', 'Adventure']",['Pixar'],['US'],2019,10.4275,10268,en,42,66,1073841394,7.47,Hit
183000000,127,"['Adventure', 'Fantasy', 'Romance', 'Family']","['Walt Disney Pictures', 'Rideback']",['US'],2019,9.79,10432,en,42,119,1054304000,7.091,Hit
100000000,119,"['War', 'History', 'Drama', 'Action']","['DreamWorks Pictures', 'Reliance Entertainment', 'New Republic Pictures', 'Neal Street Productions', 'Mogambo Films']","['IN', 'ES', 'GB', 'US']",2019,9.6241,13163,en,54,232,446064352,8.0,Hit
125000000,123,"['Adventure', 'Comedy', 'Fantasy']","['Columbia Pictures', 'Seven Bucks Productions', 'Matt Tolmach Productions', 'The Detective Agency']",['US'],2019,9.6186,9124,en,47,130,801693929,6.881,Hit
55000000,131,"['Action', 'Thriller', 'Crime']","['Thunder Road', 'Lionsgate', '87Eleven']",['US'],2019,9.5756,11378,en,36,98,326709727,7.445,Hit
0,104,"['Animation', 'Action', 'Fantasy', 'Adventure']","['BONES', 'dentsu', 'movic', 'Nippon Television Network Corporation', 'Shueisha', 'Sony Music Entertainment (Japan)', 'Yomiuri Telecasting Corporation', 'TOHO']",['JP'],2019,9.2865,1239,ja,86,235,30017163,8.147,Flop
97600000,153,"['Drama', 'Action', 'History']","['20th Century Fox', 'TSG Entertainment', 'Chernin Entertainment', 'Turnpike Films']",['US'],2019,9.1521,8647,en,81,296,225508210,8.0,Hit
152000000,124,"['Action', 'Adventure', 'Science Fiction']",['Marvel Studios'],['US'],2019,9.2778,16419,en,52,616,1131416446,6.79,Hit
50000000,121,"['Fantasy', 'Horror', 'Action', 'Adventure']","['Campbell Grobman Films', 'Dark Horse Entertainment', 'Millennium Media', 'Boyana Film Studios', 'Lawrence Gordon Productions', 'Lloyd Levin Productions', 'Davis Films', 'Summit Entertainment']","['BG', 'US', 'FR']",2019,9.1018,3616,en,56,214,55065289,5.581,Average
6500000,110,"['Crime', 'Action', 'Thriller']","['Acemaker Movieworks', 'BA Entertainment', 'Kiwi Media Group', 'B&C CONTENT']",['KR'],2019,8.546,1378,ko,25,36,25775371,7.844,Flop
9000000,147,"['Horror', 'Drama', 'Mystery']","['B-Reel Films', 'Square Peg']","['SE', 'US']",2019,8.7829,7782,en,38,90,48498408,7.153,Average
45000000,88,"['Animation', 'Music', 'Family', 'Comedy']","['Original Force Animation', 'Reel FX Creative Studios', 'Alibaba Pictures Group', 'STXfilms']","['CA', 'CN', 'US']",2019,8.182,457,en,27,69,32500000,6.6,Flop
170000000,122,"['Action', 'Science Fiction', 'Adventure']","['Troublemaker Studios', 'Lightstorm Entertainment', '20th Century Fox', 'TSG Entertainment']",['US'],2019,8.3885,9716,en,48,169,405000000,7.244,Hit
0,90,['Comedy'],"['WWE Studios', 'Saban Films']",['US'],2019,8.0832,234,en,32,25,853898,5.25,Flop
34000000,119,"['Action', 'Adventure', 'Thriller']","['EuropaCorp', 'TF1 Films Production', 'Summit Entertainment', 'Work in Progress', 'Fetish Film', 'Skyprod', 'Ondamax Films']","['FR', 'GP', 'RU', 'RS', 'US']",2019,7.9386,2885,en,75,211,31626978,6.706,Flop
159000000,209,"['Crime', 'Drama', 'History']","['Tribeca Productions', 'Sikelia Productions', 'Winkler Films']",['US'],2019,7.7571,7270,en,191,180,968853,7.581,Flop
14000000,106,"['Romance', 'Drama']","['CalMaple Films', 'Wattpad', 'Offspring Entertainment', 'Diamond Film Productions', 'Voltage Pictures', 'Frayed Pages Media']",['US'],2019,7.7517,8451,en,23,49,69497587,7.111,Average
75000000,97,"['Family', 'Animation', 'Adventure', 'Comedy']","['DreamWorks Animation', 'Pearl Studio', 'Zhong Ming You Ying Film']","['CN', 'US']",2019,7.5025,2130,en,25,49,190304772,7.454,Average
30000000,111,"['Action', 'Crime', 'Comedy', 'Mystery']","['Davis Entertainment', 'New Line Cinema']",['US'],2019,7.4775,1806,en,48,72,21360215,6.536,Flop
15000000,104,['Action'],"['Columbia Pictures', 'Canana', 'Misher Films']","['MX', 'US']",2019,7.3602,572,en,37,36,15200000,6.34,Flop
185000000,128,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['20th Century Fox', 'Skydance Media', 'Paramount Pictures', 'Tencent Pictures', 'TSG Entertainment', 'Lightstorm Entertainment']",['US'],2019,7.2463,5476,en,69,391,261119292,6.4,Hit
27000000,106,['Horror'],"['Atomic Monster', 'The Safran Company', 'New Line Cinema']",['US'],2019,7.1959,3757,en,28,126,231252591,6.4,Hit
159000000,209,"['Crime', 'Drama', 'History']","['Tribeca Productions', 'Sikelia Productions', 'Winkler Films']",['US'],2019,7.7571,7270,en,191,180,968853,7.581,Flop
14000000,106,"['Romance', 'Drama']","['CalMaple Films', 'Wattpad', 'Offspring Entertainment', 'Diamond Film Productions', 'Voltage Pictures', 'Frayed Pages Media']",['US'],2019,7.7517,8451,en,23,49,69497587,7.111,Average
80000000,132,"['Action', 'Comedy', 'Fantasy']","['New Line Cinema', 'The Safran Company', 'Seven Bucks Productions', 'DC Films']",['US'],2019,8.0948,9988,en,94,71,367799011,6.986,Hit
27000000,106,['Horror'],"['Atomic Monster', 'The Safran Company', 'New Line Cinema']",['US'],2019,7.1959,3757,en,28,126,231252591,6.4,Hit
75000000,97,"['Family', 'Animation', 'Adventure', 'Comedy']","['DreamWorks Animation', 'Pearl Studio', 'Zhong Ming You Ying Film']","['CN', 'US']",2019,7.5025,2130,en,25,49,190304772,7.454,Average
9000000,99,"['Horror', 'Thriller', 'Mystery']","['Columbia Pictures', 'Original Film']",['US'],2019,6.6644,4925,en,30,122,155712077,6.543,Average
0,99,"['Action', 'Thriller', 'Adventure', 'Crime']","['Rollercoaster Angel Productions', 'Signature Films', 'Capstone Entertainment Group', 'Grindstone Entertainment Group', 'Helix Media Group', 'Lionsgate']","['GB', 'US']",2019,6.7226,557,en,21,119,4700862,5.956,Flop
9000000,99,"['Horror', 'Thriller', 'Mystery']","['Columbia Pictures', 'Original Film']",['US'],2019,6.6644,4925,en,30,122,155712077,6.543,Average
110000000,115,"['Comedy', 'Science Fiction', 'Action', 'Adventure']","['Amblin Entertainment', 'Parkes+MacDonald Image Nation', 'Columbia Pictures', 'Tencent Pictures']","['CN', 'US']",2019,6.6503,5197,en,57,240,253890701,5.9,Hit
14000000,116,['Drama'],"['Fox 2000 Pictures', '20th Century Fox']",['US'],2019,6.5956,1130,en,78,151,49200000,7.6,Average
0,132,['Drama'],"['Lanistar Media', 'Motion Content Group', 'CJ ENM Turkey']",['TR'],2019,6.447,4507,tr,26,24,28000000,8.255,Flop
45000000,152,"['Horror', 'Fantasy']","['Vertigo Entertainment', 'Intrepid Pictures', 'Warner Bros. Pictures']",['US'],2019,6.4333,4721,en,57,59,72385286,7.145,Average
0,102,"['Thriller', 'Science Fiction']","['LD Entertainment', 'Codeblack Films', 'Original Headquarters']",['US'],2019,6.3642,217,en,17,28,76916,5.952,Flop
6000000,95,"['Horror', 'Comedy']","['Mythology Entertainment', 'Vinson Films', 'Fox Searchlight Pictures', 'Radio Silence', 'TSG Entertainment']",['US'],2019,6.3523,5005,en,27,143,57615777,7.033,Average
6000000,102,['Comedy'],"['Annapurna Pictures', 'Gloria Sanchez Productions']",['US'],2019,6.3355,2770,en,28,155,24849029,7.012,Flop
175000000,101,"['Family', 'Comedy', 'Fantasy', 'Adventure']","['Universal Pictures', 'Team Downey', 'Perfect World Pictures', 'Roth-Kirschenbaum Films']","['CN', 'US']",2020,13.7372,3789,en,52,299,251410631,6.586,Hit
34000000,120,"['Action', 'Adventure', 'Thriller', 'Science Fiction']","['STXfilms', 'Thunder Road', 'Anton', 'G-BASE', 'Riverstone Pictures']","['GB', 'US']",2020,14.743,4862,en,48,122,52300000,7.1,Average
150000000,101,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Drama']",['Pixar'],['US'],2020,13.0615,11084,en,30,66,121977511,8.101,Average
15700000,117,"['Animation', 'Action', 'Fantasy']","['ufotable', 'Aniplex', 'Shueisha', 'TOHO']",['JP'],2020,11.492,4351,ja,34,216,523542183,8.208,Hit
205000000,150,"['Action', 'Thriller', 'Science Fiction']","['Warner Bros. Pictures', 'Syncopy']","['GB', 'US']",2020,10.5741,10692,en,61,490,365304105,7.177,Hit
85000000,99,"['Action', 'Science Fiction', 'Comedy', 'Family']","['Original Film', 'Blur Studio', 'Marza Animation Planet', 'Paramount Pictures', 'SEGA', 'SEGA of America']","['JP', 'US']",2020,11.0896,10184,en,37,191,319715683,7.295,Hit
5000000,90,"['Comedy', 'Romance', 'Science Fiction']","['Limelight', 'The Lonely Island', 'Sun Entertainment Culture Los Angeles']",['US'],2020,9.6557,3491,en,31,148,1818417,7.333,Flop
90000000,124,"['Thriller', 'Action', 'Crime']","['Columbia Pictures', '2.0 Entertainment', 'Don Simpson/Jerry Bruckheimer Films', 'Overbrook Entertainment']",['US'],2020,9.2957,8573,en,92,152,426505244,7.125,Hit
14000000,90,"['Action', 'Thriller', 'Horror']","['Blumhouse Productions', 'Universal Pictures']",['US'],2020,8.5439,3493,en,44,219,10550350,6.629,Flop
14000000,94,"['Horror', 'Thriller']","['DreamWorks Pictures', 'Vertigo Entertainment', 'Reliance Entertainment', 'Chislehurst Entertainment']","['IN', 'US']",2020,8.6601,1007,en,11,150,19428166,5.709,Flop
20000000,100,"['Drama', 'Thriller', 'Action', 'Fantasy', 'Crime', 'Comedy', 'Science Fiction']","['Rough House Pictures', 'Sprockefeller Pictures', 'Mammoth Entertainment', 'Ingenious Media', 'Windy Hill Pictures', 'Carte Blanche']","['US', 'GB', 'CA']",2020,8.1653,923,en,43,111,1651413,5.582,Flop
60000000,95,"['Family', 'Comedy', 'Adventure', 'Animation']","['United Plankton Pictures', 'Nickelodeon Movies', 'Paramount Animation', 'Paramount Pictures', 'MRC', 'Mikros Image', 'Mikros Animation']","['US', 'FR']",2020,8.3677,2929,en,20,37,4810790,7.4,Flop
1700000,90,"['Thriller', 'Horror', 'Drama']",['Search Party'],['US'],2020,8.2459,2775,en,16,226,5184368,7.232,Flop
200000000,151,"['Action', 'Adventure', 'Fantasy']","['Warner Bros. Pictures', 'The Stone Quarry', 'DC Films', 'Atlas Entertainment']",['US'],2020,7.6281,8873,en,147,262,169601036,6.383,Average
65000000,95,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",['DreamWorks Animation'],['US'],2020,7.526,4036,en,18,146,215905815,7.456,Average
0,93,"['Science Fiction', 'Action', 'Horror']","['308 Enterprises', 'Almost Never Films', 'Aloe Entertainment', 'Screen Media Films', 'Saban Films']","['CA', 'US']",2020,6.814,677,en,17,99,39328,4.171,Flop
0,93,"['Comedy', 'Crime', 'Horror', 'Thriller']","['DreamCrew', 'Forest Hill Entertainment', 'Spacemaker Productions', 'Particular Crowd', 'SuperBloom Films']",['US'],2020,7.5845,506,en,32,127,43840,6.429,Flop
75000000,109,"['Action', 'Crime']","['Warner Bros. Pictures', 'DC Films', 'LuckyChap Entertainment', 'Clubhouse Pictures', 'Kroll & Co Entertainment']",['US'],2020,6.6842,10618,en,97,230,205537933,6.9,Average
100000,56,['Horror'],"['Shadowhouse Films', 'BOO-URNS']",['GB'],2020,6.3683,1049,en,12,30,443807,6.465,Flop
0,93,"['Science Fiction', 'Action', 'Horror']","['308 Enterprises', 'Almost Never Films', 'Aloe Entertainment', 'Screen Media Films', 'Saban Films']","['CA', 'US']",2020,6.814,677,en,17,99,39328,4.171,Flop
6300000,98,"['Action', 'Horror', 'Science Fiction']","['Lotte Entertainment', 'Zip Cinema', 'Perspective Pictures']",['KR'],2020,8.0422,1970,ko,22,47,13416285,7.219,Flop
0,107,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['China Film International', 'China Film Group Corporation', 'Epitome Capital', 'Shanghai Lix Entertainment', 'Shenzhen Media Film & Television', 'Tencent Pictures', 'One Cool Films', 'India Film Services', 'Huayu International Entertainment', 'JP Media Limited', 'Dexter Studios', 'Golden Network Asia', 'Taurus Film', 'Gravitas Ventures', 'Lionsgate']","['CN', 'HK', 'IN', 'KR', 'TW', 'GB']",2020,7.0888,583,zh,28,43,50866901,6.361,Average
22000000,113,"['Comedy', 'Crime']","['Miramax', 'Toff Guy Films', 'Coach Films', 'STXfilms']","['GB', 'US']",2020,6.4285,6323,en,62,51,115171795,7.668,Average
20000000,94,"['Comedy', 'Drama', 'Family']","['Taodue Film', 'Medusa Film', 'Sky Cinema', 'Lions Production & Service']","['IT', 'MA']",2020,6.5727,1278,it,23,38,52186426,6.114,Average
0,99,"['Thriller', 'Action', 'Crime']","['The Solution', 'Dreadnought Films', 'Zero Gravity Management', 'Argonaut Entertainment Partners', 'Honest Thief Productions', 'Ingenious Media', 'J Cubed Film Finance', 'Samuel Marshall Productions', 'Sprockefeller Pictures', 'Briarcliff Entertainment', 'Open Road Films']","['GB', 'US']",2020,5.9756,1835,en,18,138,31220247,6.482,Flop
0,127,"['War', 'Drama']","['Hype Film', 'LM Media', 'One Two Films', 'Belarusfilm']","['RU', 'DE', 'BY']",2020,4.6947,456,de,30,21,3825668,7.547,Flop
109000000,100,"['Adventure', 'Family', 'Drama']","['3 Arts Entertainment', '20th Century Studios', 'TSG Entertainment']",['US'],2020,5.8071,3876,en,47,61,111200000,7.5,Average
2000000,122,"['Drama', 'Western']",['filmscience'],['US'],2020,6.0504,507,en,30,94,101068,7.1,Flop
17520000,97,"['Animation', 'Adventure', 'Family']","['nWave Pictures', 'Octopolis', 'Belga Productions']","['BE', 'FR', 'FO']",2020,5.6747,224,en,31,7,10855626,7.1,Flop
5150000,117,"['Comedy', 'Drama']","['Zentropa Entertainments', 'Film i Väst', 'Topkapi Films', 'Zentropa International Sweden', 'Zentropa International Netherlands']","['DK', 'NL', 'SE']",2020,5.6951,3604,da,37,44,21700000,7.635,Flop
0,107,['Drama'],"['FilmNation Entertainment', 'BBC Film', 'Element Pictures', 'Elevation Pictures']","['CA', 'IE', 'GB', 'US']",2020,5.7906,368,en,27,80,1200000,6.1,Flop
9000000,96,"['Horror', 'Mystery']","['Amblin Partners', 'The Picture Company', 'Reliance Entertainment']",['US'],2020,5.766,717,en,14,10,13182254,6.397,Flop
12000000,102,"['Animation', 'Family', 'Adventure', 'Fantasy']","['Cartoon Saloon', 'Melusine Productions', 'Haut et Court', 'Canal+', 'RTÉ', 'OCS', 'Folivari', 'GKIDS', 'Value & Power Culture Communications', 'Fís Éireann/Screen Ireland']","['FR', 'IE', 'LU', 'US', 'CN']",2020,5.721,1319,en,54,142,1310720,8.196,Flop
5150000,117,"['Comedy', 'Drama']","['Zentropa Entertainments', 'Film i Väst', 'Topkapi Films', 'Zentropa International Sweden', 'Zentropa International Netherlands']","['DK', 'NL', 'SE']",2020,5.6951,3604,da,37,44,21700000,7.635,Flop
17520000,97,"['Animation', 'Adventure', 'Family']","['nWave Pictures', 'Octopolis', 'Belga Productions']","['BE', 'FR', 'FO']",2020,5.6747,224,en,31,7,10855626,7.1,Flop
0,118,['Comedy'],['Nulook Production'],['TR'],2020,5.673,53,tr,21,2,8613864,5.8,Flop
0,116,"['Romance', 'Drama']","['Ekipa', 'Future Space', 'Next Film', 'TVN']",['PL'],2020,5.6441,9379,pl,63,88,9458590,7.005,Flop
0,119,['Documentary'],"['Diamond Docs', 'Human Rights Foundation']","['TR', 'US']",2020,5.6403,117,en,12,12,57000,7.222,Flop
0,88,"['Horror', 'Thriller']","['Escape Productions', 'Voltage Pictures']",['US'],2020,5.5975,538,en,31,14,3551439,6.241,Flop
200000000,148,"['Action', 'Adventure', 'Science Fiction']","['Marvel Studios', 'Pascal Pictures', 'Columbia Pictures']",['US'],2021,26.5024,21387,en,63,191,1921847111,7.936,Hit
200000000,134,"['Action', 'Adventure', 'Science Fiction']",['Marvel Studios'],['US'],2021,23.9499,10920,en,80,338,379751131,7.185,Hit
165000000,155,"['Science Fiction', 'Adventure']",['Legendary Pictures'],['US'],2021,22.175,14240,en,48,272,410668500,7.776,Hit
0,104,"['Romance', 'Drama']","['Number 9 Films', 'Film4 Productions', 'BFI', 'Lipsync Productions', 'ZDF/Arte']","['DE', 'GB']",2021,21.1575,121,en,21,109,2260859,5.372,Flop
160000000,118,"['Action', 'Comedy', 'Crime']","['Flynn Picture Company', 'Seven Bucks Productions', 'Bad Version']",['US'],2021,17.0354,6213,en,33,127,178143,6.749,Flop
40000000,119,"['Thriller', 'Crime', 'Drama']","['Miramax', 'Toff Guy Films']","['GB', 'US']",2021,17.8929,5856,en,41,123,103966489,7.588,Average
150000000,102,"['Animation', 'Comedy', 'Family', 'Fantasy']",['Walt Disney Animation Studios'],['US'],2021,16.3637,9969,en,25,38,261292688,7.577,Hit
185000000,132,"['Action', 'Comedy', 'Adventure']","['DC Films', 'Atlas Entertainment', 'The Safran Company', 'Warner Bros. Pictures']",['US'],2021,15.0507,9282,en,63,179,168717425,7.476,Average
16000000,91,"['Action', 'Thriller']","['87North Productions', 'OPE Partners', 'Eighty Two Films']",['US'],2021,12.8976,7949,en,56,140,57512470,7.9,Average
